-4.9132,-6.4074,5.3535,5.5532,4.6144,0.39813,1.7656,2.6467,7.4719,5.6362,0.22301,4.1228,10.859,10.825,16.052,15.352,6.6429,8.3462,17.386
-4.7773,-6.1696,5.3971,6.0508,4.9606,-0.19974,2.613,2.503,8.427,5.912,0.74185,3.8049,11.177,11.893,15.202,16.672,7.2756,8.3983,17.659
-4.5384,-5.4342,5.4719,6.5313,5.2548,-1.1253,3.475,2.1122,9.3073,5.9933,0.9735,3.1141,11.049,12.706,13.654,17.115,8.1064,8.2698,17.36
-4.1869,-4.1806,5.6136,6.9807,5.3829,-2.328,4.2856,1.5664,10.017,5.9067,0.78676,2.1065,10.421,13.116,11.488,16.427,9.0954,8.0327,16.448
-3.7068,-2.5535,5.8986,7.4426,5.2798,-3.6737,5.0498,1.0557,10.565,5.8348,0.18165,0.93672,9.406,13.099,8.9255,14.613,10.181,7.8691,15.057
-3.1128,-0.85537,6.4079,7.9946,4.9606,-4.9827,5.8238,0.79726,11.047,6.0333,-0.71657,-0.19121,8.2089,12.744,6.2171,11.862,11.282,7.9914,13.448
-2.433,0.54685,7.1726,8.6788,4.5199,-6.0843,6.6467,0.92028,11.555,6.7222,-1.7129,-1.1204,7.0185,12.169,3.5257,8.4475,12.293,8.5237,11.852
-1.7178,1.3417,8.1351,9.4438,4.102,-6.8583,7.4647,1.3968,12.08,7.9427,-2.6276,-1.7929,5.8979,11.442,0.88341,4.6468,13.068,9.3985,10.365
-1.0307,1.3714,9.1241,10.123,3.8349,-7.2853,8.0944,2.0244,12.462,9.4964,-3.3817,-2.2773,4.7371,10.539,-1.7835,0.70856,13.431,10.342,8.887
-0.41705,0.67997,9.8888,10.484,3.7893,-7.4265,8.2619,2.502,12.405,10.983,-3.9986,-2.7274,3.3186,9.3544,-4.5594,-3.1186,13.219,10.946,7.1889
0.10837,-0.52969,10.183,10.316,3.9544,-7.3916,7.7142,2.5536,11.606,11.953,-4.5576,-3.3129,1.4397,7.7692,-7.4352,-6.566,12.342,10.827,5.043
0.54439,-2.0004,9.8436,9.5262,4.2464,-7.2888,6.33,2.0461,9.8916,12.056,-5.119,-4.1615,-0.95982,5.7188,-10.277,-9.397,10.826,9.7595,2.3412
0.89591,-3.4983,8.8531,8.1827,4.5449,-7.1842,4.2037,1.0257,7.3065,11.163,-5.6639,-5.3302,-3.7539,3.2141,-12.904,-11.526,8.839,7.7605,-0.85684
1.1384,-4.8682,7.3284,6.4847,4.711,-7.0831,1.6372,-0.30682,4.1225,9.3738,-6.1118,-6.8234,-6.6809,0.33283,-15.201,-13.1,6.6429,5.0457,-4.3571
1.1948,-6.0339,5.447,4.6747,4.6165,-6.975,-0.96716,-1.7107,0.73848,6.9354,-6.3765,-8.6184,-9.4508,-2.8376,-17.19,-14.499,4.4941,1.9302,-7.9391
0.95714,-6.9502,3.3865,2.9393,4.1584,-6.8565,-3.217,-2.9895,-2.4415,4.1399,-6.4238,-10.696,-11.844,-6.2168,-19.009,-16.176,2.5924,-1.2848,-11.427
0.34598,-7.5731,1.2637,1.375,3.2933,-6.7572,-4.8346,-4.0346,-5.0986,1.251,-6.2879,-13.014,-13.745,-9.7023,-20.789,-18.399,1.0199,-4.3636,-14.697
-0.64976,-7.8729,-0.84355,-0.0027046,2.0547,-6.7502,-5.6966,-4.8255,-7.0501,-1.5205,-6.0468,-15.469,-15.122,-13.139,-22.536,-21.103,-0.23089,-7.1212,-17.643
-1.9297,-7.8574,-2.8651,-1.2109,0.56857,-6.914,-5.8153,-5.3796,-8.2385,-4.0042,-5.7702,-17.888,-15.974,-16.285,-24.083,-23.908,-1.2017,-9.3925,-20.134
-3.3026,-7.5886,-4.6826,-2.2248,-0.95009,-7.2748,-5.287,-5.7052,-8.6814,-6.0416,-5.4807,-20.053,-16.295,-18.844,-25.166,-26.274,-1.9089,-11.011,-21.983
-4.5078,-7.1776,-6.1093,-2.9525,-2.2212,-7.7524,-4.2245,-5.7714,-8.428,-7.4713,-5.132,-21.744,-16.064,-20.516,-25.552,-27.736,-2.2943,-11.807,-22.98
-5.2929,-6.7511,-6.9316,-3.248,-2.9724,-8.1778,-2.7499,-5.5305,-7.5529,-8.1776,-4.6557,-22.808,-15.274,-21.1,-25.158,-28.07,-2.2579,-11.694,-22.954
-5.4656,-6.4009,-6.9908,-2.9929,-3.0039,-8.3433,-0.99895,-4.9692,-6.171,-8.1362,-4.0175,-23.227,-13.981,-20.581,-24.112,-27.361,-1.7144,-10.714,-21.854
-4.9353,-6.1334,-6.2494,-2.1501,-2.2571,-8.061,0.84735,-4.1339,-4.465,-7.4394,-3.2706,-23.126,-12.328,-19.143,-22.705,-25.945,-0.66539,-9.0575,-19.803
-3.7313,-5.8697,-4.8197,-0.79575,-0.83502,-7.2435,2.5616,-3.1394,-2.6763,-6.2708,-2.5603,-22.729,-10.532,-17.136,-21.278,-24.258,0.77809,-7.0187,-17.07
-1.9811,-5.4911,-2.929,0.89608,1.0484,-5.9397,3.898,-2.1438,-1.0609,-4.8584,-2.0698,-22.312,-8.8402,-14.941,-20.106,-22.687,2.4179,-4.8989,-14.012
0.12185,-4.8927,-0.83109,2.7232,3.1217,-4.3186,4.661,-1.3065,0.17291,-3.4046,-1.9398,-22.114,-7.4485,-12.873,-19.335,-21.48,4.0414,-2.9213,-10.972
2.3571,-4.0604,1.2808,4.5192,5.1625,-2.6052,4.7662,-0.74101,0.93322,-2.0415,-2.1986,-22.247,-6.446,-11.067,-18.949,-20.7,5.4867,-1.1823,-8.1942
4.5298,-3.0899,3.3195,6.2001,7.0264,-1.012,4.2808,-0.47636,1.2774,-0.79697,-2.7222,-22.626,-5.7589,-9.4541,-18.772,-20.185,6.6884,0.34716,-5.7517
