-16.012,-4.4509,4.1665,5.9404,-6.8348,-16.194,-2.1645,4.6319,2.5944,5.5903,-0.13625,-0.66852,2.9324,-0.68492,5.0394,2.4472,5.5937,2.0938,-2.7627
-14.534,-3.0237,4.6911,6.7942,-6.0915,-13.996,-1.9735,3.8191,3.5105,5.9243,1.1517,-0.18209,2.1947,-0.84815,4.8897,1.9431,5.9092,2.1461,-2.1926
-11.973,-1.2789,5.0804,7.7384,-4.9449,-11.773,-1.9252,2.6616,4.4902,6.2963,2.1993,0.075657,1.4918,-1.1682,4.636,1.2756,6.3807,2.2397,-1.09
-8.5971,0.47302,5.1372,8.5198,-3.4871,-10.107,-2.0486,1.1726,5.2777,6.5225,2.6989,-0.15555,0.89924,-1.7747,4.1333,0.32156,6.8973,2.2809,0.22307
-5.0825,1.7968,4.6978,8.8159,-1.9601,-9.5368,-2.3478,-0.60254,5.5581,6.3251,2.4378,-1.0817,0.37166,-2.8293,3.1804,-1.0541,7.2232,2.0828,1.1482
-2.3055,2.2357,3.702,8.3191,-0.70401,-10.354,-2.787,-2.5749,5.0653,5.4157,1.385,-2.7482,-0.24813,-4.4409,1.6301,-2.9007,7.0551,1.4045,1.0005
-1.0316,1.4614,2.2285,6.8386,-0.058667,-12.472,-3.2949,-4.6383,3.6767,3.6013,-0.28838,-4.9946,-1.1672,-6.6093,-0.51526,-5.0927,6.119,0.034148,-0.70832
-1.5855,-0.5867,0.48757,4.399,-0.22,-15.423,-3.785,-6.6779,1.4876,0.87756,-2.2419,-7.4886,-2.5429,-9.1922,-3.064,-7.3547,4.2866,-2.1026,-4.0302
-3.7003,-3.6231,-1.2099,1.2883,-1.1477,-18.497,-4.1503,-8.5723,-1.1769,-2.5219,-4.0588,-9.8311,-4.3856,-11.929,-5.6817,-9.35,1.6829,-4.8515,-8.4752
-6.6359,-7.0699,-2.5732,-2.0001,-2.5709,-20.975,-4.3171,-10.209,-3.8516,-6.1809,-5.3812,-11.709,-6.5488,-14.52,-8.0247,-10.829,-1.3075,-7.8427,-13.149
-9.5211,-10.242,-3.4303,-4.9069,-4.0345,-22.383,-4.284,-11.514,-6.0884,-9.6365,-6.0226,-13.025,-8.7589,-16.739,-9.8767,-11.766,-4.1504,-10.604,-17.038
-11.724,-12.551,-3.7995,-6.9829,-5.1004,-22.614,-4.1287,-12.439,-7.6085,-12.5,-6.0451,-13.92,-10.723,-18.498,-11.225,-12.362,-6.3347,-12.706,-19.396
-13.066,-13.699,-3.8831,-8.039,-5.475,-21.934,-4.0268,-12.94,-8.3685,-14.565,-5.7425,-14.662,-12.219,-19.831,-12.218,-12.94,-7.5499,-13.924,-19.952
-13.781,-13.767,-3.9599,-8.1755,-5.1062,-20.813,-4.1592,-12.933,-8.526,-15.79,-5.5247,-15.479,-13.129,-20.801,-13.03,-13.748,-7.7857,-14.267,-18.972
-14.257,-13.118,-4.2289,-7.6952,-4.1728,-19.729,-4.629,-12.261,-8.2891,-16.206,-5.7304,-16.382,-13.421,-21.404,-13.701,-14.8,-7.2847,-13.916,-17.063
-14.733,-12.212,-4.6783,-6.927,-2.9454,-18.969,-5.3775,-10.722,-7.7703,-15.83,-6.4738,-17.122,-13.099,-21.491,-14.079,-15.826,-6.4144,-13.081,-14.89
-15.133,-11.38,-5.0542,-6.0715,-1.6663,-18.54,-6.1132,-8.1475,-6.8846,-14.585,-7.5508,-17.292,-12.183,-20.831,-13.889,-16.41,-5.4783,-11.879,-12.876
-15.13,-10.724,-4.959,-5.1355,-0.44472,-18.214,-6.4417,-4.5191,-5.4136,-12.375,-8.5224,-16.505,-10.709,-19.218,-12.888,-16.152,-4.6046,-10.299,-11.092
-14.388,-10.117,-4.0284,-3.9889,0.73073,-17.661,-5.991,-0.088855,-3.1421,-9.1886,-8.894,-14.611,-8.7619,-16.608,-11.048,-14.885,-3.724,-8.2761,-9.3013
-12.814,-9.3285,-2.1305,-2.492,1.9119,-16.616,-4.5831,4.608,-0.025298,-5.2123,-8.3408,-11.789,-6.4793,-13.198,-8.6081,-12.732,-2.6717,-5.8091,-7.1574
