-1.5289,6.0916,6.4729,3.3344,8.1807,0.069462,17.268,7.1716,9.3104,5.5928,11.969,2.1054,6.9181,6.7174,8.9464,4.8425,9.8554,6.2643,10.129
-1.2768,8.2889,6.0332,5.1877,8.7708,0.67213,13.602,6.0692,8.6619,5.896,10.519,1.7391,4.9114,6.4661,8.5961,4.3514,10.518,5.672,8.0166
-1.1541,10.457,5.9282,7.1705,9.5295,1.6559,11.479,5.3239,8.198,6.169,8.8465,0.91882,3.1378,5.5414,7.4934,3.2286,11.151,4.7634,5.7287
-1.1831,12.103,6.276,8.9365,10.376,2.9866,11.889,5.1509,8.0963,6.3629,7.2422,-0.33094,1.9905,3.9004,5.6078,1.5179,11.667,3.5638,3.6254
-1.234,12.847,6.9821,10.157,11.221,4.5123,15.013,5.5742,8.3873,6.4198,5.9331,-1.8568,1.5829,1.6922,3.1331,-0.57323,12.013,2.1422,1.9599
-1.0549,12.569,7.7369,10.589,11.997,5.9632,19.965,6.3743,8.9271,6.2771,4.9631,-3.4278,1.6367,-0.77872,0.41534,-2.7474,12.185,0.60105,0.75181
-0.37147,11.452,8.086,10.131,12.655,6.9787,25,7.159,9.3887,5.8804,4.1419,-4.8111,1.5435,-3.1558,-2.1656,-4.7209,12.212,-0.95509,-0.20529
0.9224,9.9053,7.5951,8.84,13.148,7.1813,28.111,7.526,9.3875,5.2017,3.1016,-5.8533,0.6017,-5.1356,-4.3271,-6.3141,12.119,-2.4353,-1.2484
2.6517,8.3808,6.0082,6.9048,13.381,6.3266,27.8,7.2433,8.6046,4.2789,1.4662,-6.513,-1.6571,-6.5567,-5.9674,-7.4761,11.902,-3.7718,-2.6674
4.3769,7.2605,3.3923,4.6259,13.186,4.4667,23.702,6.3982,6.9232,3.2301,-0.96051,-6.8279,-5.2032,-7.4032,-7.1489,-8.2461,11.511,-4.9047,-4.5369
5.5343,6.7662,0.13193,2.3853,12.373,2.0661,16.775,5.3956,4.4904,2.2572,-4.0607,-6.8541,-9.4448,-7.7577,-8.0183,-8.6588,10.883,-5.7719,-6.654
5.6638,6.9483,-3.1731,0.58231,10.809,-0.068545,8.9463,4.8008,1.6545,1.5874,-7.4424,-6.6294,-13.428,-7.7421,-8.7125,-8.7119,9.9667,-6.3125,-8.6346
